,N_epi,Forward,Discard,Skip,Txed,AvgScore,MeanAoI(ms),MaxAoI(ms),AveConsPower(Watts)
0,252,123,71,69,10.0,"tensor([-343.9212], device='cuda:0')",17.473374370542203,34.99997556209564,0.143275
0,253,95,87,73,10.0,"tensor([-413.8976], device='cuda:0')",20.68528166040778,40.24997055530548,0.12364
0,254,96,80,83,10.0,"tensor([-408.2703], device='cuda:0')",20.20076012533719,40.74997007846832,0.124135
0,255,109,83,78,10.0,"tensor([-413.4219], device='cuda:0')",19.678692051761406,40.24997055530548,0.13904
0,256,96,84,84,10.0,"tensor([-435.1626], device='cuda:0')",20.974419149746556,41.99996888637543,0.127215
0,257,82,97,68,10.0,"tensor([-392.6664], device='cuda:0')",20.345129488179317,41.499969363212585,0.112585
0,258,77,91,76,10.0,"tensor([-408.3900], device='cuda:0')",21.213101813584935,41.749969124794006,0.10703
0,259,92,80,78,9.0,"tensor([-384.7404], device='cuda:0')",19.827988251671194,39.49997127056122,0.11869
0,260,87,94,69,8.0,"tensor([-398.3537], device='cuda:0')",20.3709877403453,40.74997007846832,0.116985
0,261,99,84,66,8.0,"tensor([-353.2904], device='cuda:0')",18.528101737629694,37.49997317790985,0.12177
0,262,84,88,73,9.0,"tensor([-394.5565], device='cuda:0')",20.5948856339923,40.24997055530548,0.11011
0,263,98,83,72,10.0,"tensor([-404.4573], device='cuda:0')",20.455521392256845,38.99997174739838,0.125125
0,264,103,92,63,10.0,"tensor([-401.5244], device='cuda:0')",20.020337000330404,38.749971985816956,0.128755
0,265,90,77,82,10.0,"tensor([-393.4402], device='cuda:0')",20.279104380408324,39.74997103214264,0.116545
0,266,96,76,77,9.0,"tensor([-367.7259], device='cuda:0')",19.22187640604724,38.499972224235535,0.11759
0,267,97,78,81,10.0,"tensor([-384.4293], device='cuda:0')",19.466238038003816,39.74997103214264,0.1254
0,268,89,94,83,9.0,"tensor([-474.3568], device='cuda:0')",22.267843209753245,44.249966740608215,0.124135
0,269,105,86,65,10.0,"tensor([-367.6943], device='cuda:0')",18.73534072237817,37.99997270107269,0.126665
0,270,101,86,75,10.0,"tensor([-418.0470], device='cuda:0')",20.416018351706327,40.24997055530548,0.127765
0,271,94,103,72,9.0,"tensor([-484.7380], device='cuda:0')",22.557606794923323,43.999966979026794,0.126225
0,272,115,84,68,10.0,"tensor([-401.9110], device='cuda:0')",19.464408082727076,38.249972462654114,0.139315
0,273,93,87,69,10.0,"tensor([-389.4744], device='cuda:0')",20.104405735189236,38.99997174739838,0.117645
0,274,92,84,68,10.0,"tensor([-334.4973], device='cuda:0')",18.188514347096568,37.99997270107269,0.117535
0,275,84,78,96,9.0,"tensor([-459.5038], device='cuda:0')",22.359482300388375,43.49996745586395,0.115885
0,276,94,87,74,10.0,"tensor([-393.5526], device='cuda:0')",19.790184299151104,40.4999703168869,0.120835
0,277,90,102,64,9.0,"tensor([-410.7512], device='cuda:0')",20.48143297797651,41.499969363212585,0.12232
0,278,92,87,76,10.0,"tensor([-413.6374], device='cuda:0')",20.708811104881995,40.74997007846832,0.12023
0,279,94,93,65,9.0,"tensor([-374.2705], device='cuda:0')",19.236099826622873,39.74997103214264,0.120065
0,280,85,88,78,10.0,"tensor([-401.3096], device='cuda:0')",20.398394071656575,41.499969363212585,0.115995
0,281,86,94,74,9.0,"tensor([-411.8806], device='cuda:0')",20.691916654179767,42.24996864795685,0.11726
0,282,94,81,78,10.0,"tensor([-354.4823], device='cuda:0')",18.37420044610868,39.74997103214264,0.12045
0,283,88,93,70,9.0,"tensor([-410.8694], device='cuda:0')",20.816720467788052,40.999969840049744,0.11825
0,284,97,86,78,9.0,"tensor([-439.3609], device='cuda:0')",21.263396982067903,41.249969601631165,0.1254
0,285,89,82,81,10.0,"tensor([-398.2361], device='cuda:0')",20.216257747868813,40.74997007846832,0.11759
0,286,95,87,81,10.0,"tensor([-438.5166], device='cuda:0')",21.181546080460908,42.24996864795685,0.127105
0,287,91,103,70,10.0,"tensor([-450.8501], device='cuda:0')",21.51040344615467,43.49996745586395,0.125125
0,288,93,85,68,10.0,"tensor([-359.7382], device='cuda:0')",19.060964588969338,38.249972462654114,0.11495
0,289,80,90,77,9.0,"tensor([-393.3319], device='cuda:0')",20.38966386205694,41.749969124794006,0.108515
0,290,104,79,70,10.0,"tensor([-343.8635], device='cuda:0')",17.977996038560075,37.24997341632843,0.125785
0,291,89,94,76,8.0,"tensor([-409.1684], device='cuda:0')",20.314659692102534,42.49996840953827,0.11836
0,292,97,70,79,10.0,"tensor([-365.5951], device='cuda:0')",19.3018180505577,37.24997341632843,0.11924
0,293,98,73,85,10.0,"tensor([-381.5999], device='cuda:0')",19.38377775659319,39.74997103214264,0.125125
0,294,75,82,89,10.0,"tensor([-401.5217], device='cuda:0')",20.777871441779407,42.99996793270111,0.10758
0,295,97,88,74,10.0,"tensor([-417.2696], device='cuda:0')",20.569485676399356,40.4999703168869,0.12309
0,296,113,70,69,10.0,"tensor([-314.3497], device='cuda:0')",16.719236802161923,34.99997556209564,0.13255
0,297,105,93,63,10.0,"tensor([-397.3910], device='cuda:0')",19.614930956899208,39.2499715089798,0.13321
0,298,81,96,73,10.0,"tensor([-404.3030], device='cuda:0')",20.692987601086497,42.24996864795685,0.11209
0,299,88,94,71,9.0,"tensor([-443.9901], device='cuda:0')",22.051369805779796,41.249969601631165,0.115555
0,300,86,97,86,10.0,"tensor([-509.4176], device='cuda:0')",23.44608175270536,45.74996531009674,0.12342
0,301,94,80,83,10.0,"tensor([-389.1193], device='cuda:0')",19.53598062982529,40.999969840049744,0.123145
0,302,90,89,79,10.0,"tensor([-432.6833], device='cuda:0')",21.177312588254207,41.99996888637543,0.121165
0,303,92,91,69,9.0,"tensor([-378.5855], device='cuda:0')",19.36094322227565,40.24997055530548,0.116765
0,304,84,98,74,10.0,"tensor([-461.3907], device='cuda:0')",22.548814117908478,43.24996769428253,0.11781
0,305,100,90,65,8.0,"tensor([-377.8780], device='cuda:0')",19.196067224895835,38.749971985816956,0.12342
0,306,91,94,76,10.0,"tensor([-427.4944], device='cuda:0')",20.84002570477511,42.74996817111969,0.124355
0,307,94,79,79,9.0,"tensor([-393.4068], device='cuda:0')",20.1011785755067,39.49997127056122,0.12276
0,308,111,76,66,10.0,"tensor([-332.8995], device='cuda:0')",17.50789537580441,35.499975085258484,0.130405
0,309,93,92,66,9.0,"tensor([-407.7850], device='cuda:0')",20.674290338649868,39.74997103214264,0.11957
0,310,91,88,80,10.0,"tensor([-427.7491], device='cuda:0')",20.99709150967508,41.99996888637543,0.12089
0,311,101,74,80,10.0,"tensor([-380.0645], device='cuda:0')",19.25783180759526,38.499972224235535,0.12661
0,312,81,99,73,10.0,"tensor([-409.3243], device='cuda:0')",20.615338966610523,42.99996793270111,0.11132
0,313,72,97,77,10.0,"tensor([-420.6100], device='cuda:0')",21.623970513095763,43.74996721744537,0.10417
0,314,96,86,71,9.0,"tensor([-373.7721], device='cuda:0')",19.13214708828955,39.2499715089798,0.12144
0,315,113,82,64,10.0,"tensor([-317.6071], device='cuda:0')",16.47103336283714,36.49997413158417,0.13486
0,316,101,86,69,10.0,"tensor([-376.6639], device='cuda:0')",19.03905130639032,38.749971985816956,0.12738
0,317,97,85,70,9.0,"tensor([-405.3764], device='cuda:0')",20.54264643525202,38.99997174739838,0.12232
0,318,90,94,69,10.0,"tensor([-406.8304], device='cuda:0')",20.53654897468452,40.999969840049744,0.11847
0,319,95,88,75,9.0,"tensor([-405.2741], device='cuda:0')",20.203476403695493,40.999969840049744,0.124025
0,320,99,97,65,10.0,"tensor([-400.1851], device='cuda:0')",19.68671505102935,40.4999703168869,0.12793
0,321,101,92,62,10.0,"tensor([-366.3178], device='cuda:0')",18.776459748874984,38.499972224235535,0.12738
0,322,109,76,63,10.0,"tensor([-315.2067], device='cuda:0')",16.985877706564118,34.74997580051422,0.128645
0,323,99,84,78,10.0,"tensor([-431.6814], device='cuda:0')",20.959757373871646,40.4999703168869,0.12716
0,324,93,82,66,9.0,"tensor([-340.6310], device='cuda:0')",18.569491487150987,36.99997365474701,0.115335
0,325,96,84,80,10.0,"tensor([-424.7905], device='cuda:0')",20.773064396165022,40.999969840049744,0.12529
0,326,97,86,80,10.0,"tensor([-428.2219], device='cuda:0')",20.75093803332389,41.499969363212585,0.125015
0,327,109,74,61,9.0,"tensor([-297.6901], device='cuda:0')",16.52458115274728,33.74997675418854,0.127875
0,328,95,84,69,10.0,"tensor([-370.1544], device='cuda:0')",19.30442414802289,38.249972462654114,0.117095
0,329,95,87,75,8.0,"tensor([-422.8835], device='cuda:0')",20.94940371006901,40.4999703168869,0.124025
0,330,83,85,86,10.0,"tensor([-430.2561], device='cuda:0')",21.476364897300055,42.74996817111969,0.112695
0,331,98,79,83,9.0,"tensor([-419.5312], device='cuda:0')",20.575949198638018,40.74997007846832,0.12705
0,332,98,78,70,10.0,"tensor([-346.6694], device='cuda:0')",18.459786181440396,36.99997365474701,0.118965
0,333,102,88,71,10.0,"tensor([-415.5562], device='cuda:0')",20.366846080655343,39.74997103214264,0.129415
0,334,104,76,73,9.0,"tensor([-356.7586], device='cuda:0')",18.418961709269542,37.49997317790985,0.12694
0,335,97,84,81,10.0,"tensor([-415.3217], device='cuda:0')",20.30723978665778,41.249969601631165,0.127325
0,336,108,65,81,10.0,"tensor([-378.3605], device='cuda:0')",19.317902146662608,36.74997389316559,0.130075
0,337,92,81,81,9.0,"tensor([-376.2975], device='cuda:0')",19.144673722312145,40.4999703168869,0.11869
0,338,99,94,65,10.0,"tensor([-400.1388], device='cuda:0')",19.9476625680086,39.99997079372406,0.12793
0,339,94,87,59,9.0,"tensor([-341.5453], device='cuda:0')",18.668739320516277,36.74997389316559,0.116215
0,340,82,87,80,10.0,"tensor([-419.8533], device='cuda:0')",21.34034841818862,41.99996888637543,0.11451
0,341,99,85,77,10.0,"tensor([-388.6914], device='cuda:0')",19.302670682255908,40.4999703168869,0.12793
0,342,90,79,78,10.0,"tensor([-365.5490], device='cuda:0')",19.16496850651979,39.2499715089798,0.11616
0,343,93,77,87,9.0,"tensor([-439.0194], device='cuda:0')",21.57294402707093,40.999969840049744,0.121495
0,344,93,90,72,9.0,"tensor([-389.8622], device='cuda:0')",19.72895086681352,40.4999703168869,0.12034
0,345,90,77,85,9.0,"tensor([-411.5565], device='cuda:0')",20.8362969447903,40.4999703168869,0.11847
0,346,101,92,76,10.0,"tensor([-451.0697], device='cuda:0')",21.250916426121968,41.99996888637543,0.132
0,347,86,97,74,10.0,"tensor([-460.8766], device='cuda:0')",22.426056092539767,42.74996817111969,0.120725
0,348,83,105,72,10.0,"tensor([-460.8623], device='cuda:0')",22.19229384862746,44.249966740608215,0.11847
0,349,84,79,77,10.0,"tensor([-363.4899], device='cuda:0')",19.651030182722025,39.2499715089798,0.11088
0,350,99,93,72,9.0,"tensor([-397.7370], device='cuda:0')",19.441276361149818,41.499969363212585,0.127545
0,351,106,74,82,10.0,"tensor([-384.6286], device='cuda:0')",19.12021795127768,38.99997174739838,0.13332
0,352,100,93,77,9.0,"tensor([-471.8900], device='cuda:0')",22.00183833052439,42.49996840953827,0.13112
0,353,95,80,83,9.0,"tensor([-430.4698], device='cuda:0')",21.19669262121265,40.999969840049744,0.125565
0,354,91,93,87,10.0,"tensor([-486.9646], device='cuda:0')",22.475078243528564,45.2499657869339,0.128975
0,355,91,101,78,10.0,"tensor([-477.5882], device='cuda:0')",22.09354986899231,44.99996602535248,0.12551
0,356,98,88,66,10.0,"tensor([-377.7014], device='cuda:0')",19.42558387804422,38.499972224235535,0.12243
0,357,102,85,62,10.0,"tensor([-345.4106], device='cuda:0')",18.317258769429355,36.74997389316559,0.126335
0,358,84,86,82,9.0,"tensor([-423.9251], device='cuda:0')",21.341256883793644,42.24996864795685,0.114345
0,359,97,83,86,10.0,"tensor([-429.4338], device='cuda:0')",20.55261918777754,42.49996840953827,0.12848
0,360,100,72,84,10.0,"tensor([-375.8051], device='cuda:0')",19.083973247688846,38.99997174739838,0.126115
0,361,101,90,72,9.0,"tensor([-418.6419], device='cuda:0')",20.359303406882365,40.4999703168869,0.12892
0,362,98,84,77,9.0,"tensor([-428.5502], device='cuda:0')",20.984678260166472,40.24997055530548,0.127435
0,363,101,91,75,10.0,"tensor([-442.0986], device='cuda:0')",21.06646667286921,41.749969124794006,0.132
0,364,97,86,68,10.0,"tensor([-372.6310], device='cuda:0')",19.31074574827198,38.749971985816956,0.121935
0,365,99,90,70,10.0,"tensor([-392.2049], device='cuda:0')",19.626436362035832,39.99997079372406,0.126775
0,366,92,85,82,9.0,"tensor([-441.4644], device='cuda:0')",21.532805367016945,41.749969124794006,0.122155
0,367,89,84,72,9.0,"tensor([-395.1173], device='cuda:0')",20.58876314979731,39.2499715089798,0.116435
0,368,78,90,77,10.0,"tensor([-405.3307], device='cuda:0')",21.014272956823813,41.749969124794006,0.109065
0,369,95,87,75,10.0,"tensor([-408.6587], device='cuda:0')",20.2947348867206,40.4999703168869,0.12364
0,370,88,90,69,8.0,"tensor([-400.1176], device='cuda:0')",20.672052368137095,39.74997103214264,0.112475
0,371,88,88,89,9.0,"tensor([-481.6466], device='cuda:0')",22.71319338085376,44.249966740608215,0.122485
0,372,96,80,76,10.0,"tensor([-397.5819], device='cuda:0')",20.19641652836331,38.99997174739838,0.123365
0,373,89,86,75,10.0,"tensor([-401.8396], device='cuda:0')",20.46498763654381,40.24997055530548,0.116435
0,374,89,99,73,9.0,"tensor([-416.5038], device='cuda:0')",20.247114074177382,43.24996769428253,0.12144
0,375,98,90,65,9.0,"tensor([-373.4267], device='cuda:0')",19.215403893675376,38.749971985816956,0.12166
0,376,99,86,68,9.0,"tensor([-339.4073], device='cuda:0')",17.77568166365059,38.499972224235535,0.12562
0,377,98,86,82,10.0,"tensor([-456.4334], device='cuda:0')",21.62216715707227,41.99996888637543,0.128205
0,378,87,103,69,9.0,"tensor([-458.1922], device='cuda:0')",22.1872449205275,42.99996793270111,0.11968
0,379,85,92,85,10.0,"tensor([-449.5847], device='cuda:0')",21.63357447711964,44.249966740608215,0.11715
0,380,86,94,74,10.0,"tensor([-426.3306], device='cuda:0')",21.15908629554545,42.24996864795685,0.117645
0,381,107,76,73,9.0,"tensor([-325.3355], device='cuda:0')",17.048818659895915,37.24997341632843,0.129195
0,382,98,84,63,10.0,"tensor([-336.2234], device='cuda:0')",18.146928513270556,36.99997365474701,0.118965
0,383,91,91,74,10.0,"tensor([-430.8623], device='cuda:0')",21.30369791539124,41.249969601631165,0.119735
0,384,97,88,63,10.0,"tensor([-366.6593], device='cuda:0')",19.09877911600615,37.99997270107269,0.121165
0,385,84,97,81,10.0,"tensor([-444.4141], device='cuda:0')",21.39025401921218,44.499966502189636,0.11935
0,386,95,83,79,9.0,"tensor([-413.1440], device='cuda:0')",20.539870919435057,40.4999703168869,0.122485
0,387,95,86,70,10.0,"tensor([-370.3408], device='cuda:0')",19.21512827618545,39.2499715089798,0.120945
0,388,93,77,77,9.0,"tensor([-351.9146], device='cuda:0')",18.627519619006375,38.499972224235535,0.119955
0,389,95,84,80,10.0,"tensor([-421.8399], device='cuda:0')",20.7163017539668,40.999969840049744,0.12595
0,390,99,88,66,10.0,"tensor([-369.8020], device='cuda:0')",19.08299293656182,38.499972224235535,0.126005
0,391,99,89,76,9.0,"tensor([-442.0973], device='cuda:0')",21.17956860715992,41.249969601631165,0.128315
0,392,98,100,65,9.0,"tensor([-422.3806], device='cuda:0')",20.524702519674154,41.499969363212585,0.128975
0,393,99,87,61,9.0,"tensor([-351.1841], device='cuda:0')",18.631568262240425,37.24997341632843,0.12023
0,394,103,88,59,9.0,"tensor([-338.1409], device='cuda:0')",17.82498989161104,36.74997389316559,0.12606
0,395,75,92,83,9.0,"tensor([-431.5426], device='cuda:0')",21.76498661171645,43.999966979026794,0.10681
0,396,107,85,71,10.0,"tensor([-433.2628], device='cuda:0')",20.897325763599273,38.99997174739838,0.1342
0,397,106,95,60,10.0,"tensor([-403.3059], device='cuda:0')",19.892708570571525,38.749971985816956,0.130625
0,398,98,102,61,10.0,"tensor([-397.5395], device='cuda:0')",19.57853242016301,40.74997007846832,0.12551
0,399,109,86,66,10.0,"tensor([-390.4270], device='cuda:0')",19.391751155378547,37.99997270107269,0.134035
0,400,91,94,72,10.0,"tensor([-398.3977], device='cuda:0')",19.93481303358646,41.499969363212585,0.11935
0,401,102,89,64,10.0,"tensor([-358.2082], device='cuda:0')",18.45293064802593,38.249972462654114,0.127875
0,402,92,80,79,10.0,"tensor([-389.0710], device='cuda:0')",19.914269445576444,39.74997103214264,0.118305
0,403,82,92,75,9.0,"tensor([-395.9778], device='cuda:0')",20.30119257249746,41.749969124794006,0.1122
0,404,103,81,68,10.0,"tensor([-368.3575], device='cuda:0')",18.916655599974867,37.24997341632843,0.1276
0,405,91,94,69,9.0,"tensor([-415.2560], device='cuda:0')",20.843491404441984,40.74997007846832,0.120505
0,406,91,90,75,9.0,"tensor([-408.0524], device='cuda:0')",20.39158936986496,41.249969601631165,0.11935
0,407,91,84,77,9.0,"tensor([-379.6211], device='cuda:0')",19.44824406125358,40.24997055530548,0.12012
0,408,108,98,60,10.0,"tensor([-426.9783], device='cuda:0')",20.519724593644863,39.49997127056122,0.135465
0,409,91,101,61,8.0,"tensor([-403.8949], device='cuda:0')",20.457497691706177,40.74997007846832,0.118965
0,410,98,83,72,10.0,"tensor([-374.6573], device='cuda:0')",19.210463092135992,38.749971985816956,0.123585
0,411,100,91,72,10.0,"tensor([-410.0067], device='cuda:0')",20.024702947112264,40.74997007846832,0.13035
0,412,97,102,56,10.0,"tensor([-392.6613], device='cuda:0')",19.829400049011205,39.49997127056122,0.123475
0,413,100,70,78,10.0,"tensor([-351.9413], device='cuda:0')",18.601036857543797,36.99997365474701,0.12419
0,414,97,98,73,10.0,"tensor([-456.3682], device='cuda:0')",21.527039074102667,42.74996817111969,0.12848
0,415,91,105,67,10.0,"tensor([-442.2143], device='cuda:0')",21.27660300508283,42.99996793270111,0.12243
0,416,97,86,83,10.0,"tensor([-462.7133], device='cuda:0')",21.870287239229434,42.24996864795685,0.126555
0,417,88,94,73,10.0,"tensor([-416.3014], device='cuda:0')",20.772536399536857,41.749969124794006,0.11979
0,418,102,86,76,8.0,"tensor([-422.6529], device='cuda:0')",20.484836231987696,40.4999703168869,0.13057
0,419,98,82,72,10.0,"tensor([-376.1419], device='cuda:0')",19.249988656808874,38.749971985816956,0.1232
0,420,103,83,74,9.0,"tensor([-411.2964], device='cuda:0')",20.299026435599306,39.49997127056122,0.129525
0,421,95,85,71,10.0,"tensor([-389.3808], device='cuda:0')",19.894410459792233,38.99997174739838,0.119405
0,422,96,82,76,10.0,"tensor([-402.2377], device='cuda:0')",20.281483946683426,39.74997103214264,0.122595
0,423,92,87,78,10.0,"tensor([-406.7983], device='cuda:0')",20.231836935764452,41.249969601631165,0.121
0,424,104,79,74,9.0,"tensor([-367.8854], device='cuda:0')",18.580728452036645,38.249972462654114,0.127325
0,425,90,101,67,9.0,"tensor([-406.3773], device='cuda:0')",20.158902621402067,41.99996888637543,0.11924
0,426,91,89,86,10.0,"tensor([-452.1725], device='cuda:0')",21.455813894797593,43.999966979026794,0.122815
0,427,90,97,64,9.0,"tensor([-407.5241], device='cuda:0')",20.67628233875352,40.24997055530548,0.1177
0,428,98,95,64,9.0,"tensor([-399.1982], device='cuda:0')",19.886174906545286,39.74997103214264,0.12551
0,429,95,86,84,10.0,"tensor([-458.8675], device='cuda:0')",21.81885452238175,42.74996817111969,0.12672
0,430,86,91,72,10.0,"tensor([-393.3483], device='cuda:0')",20.287237233184467,40.74997007846832,0.114565
0,431,101,94,75,8.0,"tensor([-457.3949], device='cuda:0')",21.424986911523675,42.49996840953827,0.132385
0,432,93,84,71,10.0,"tensor([-388.7142], device='cuda:0')",20.152205806000218,38.749971985816956,0.1188
0,433,82,93,73,8.0,"tensor([-400.9574], device='cuda:0')",20.57559241431825,41.499969363212585,0.110275
0,434,98,81,78,10.0,"tensor([-402.3345], device='cuda:0')",20.08559116187726,39.74997103214264,0.125125
0,435,79,97,77,8.0,"tensor([-429.4641], device='cuda:0')",21.503939456398427,43.49996745586395,0.1111
0,436,105,73,70,10.0,"tensor([-330.1967], device='cuda:0')",17.681441676893062,35.999974608421326,0.12397
0,437,102,86,67,9.0,"tensor([-409.0035], device='cuda:0')",20.509791723726426,38.249972462654114,0.126335
0,438,96,83,74,10.0,"tensor([-384.3672], device='cuda:0')",19.700581373153586,39.2499715089798,0.12144
0,439,91,87,75,10.0,"tensor([-383.4563], device='cuda:0')",19.55334810621065,40.74997007846832,0.12166
0,440,111,83,72,10.0,"tensor([-388.4653], device='cuda:0')",19.049801052849094,38.749971985816956,0.135795
0,441,89,93,72,10.0,"tensor([-397.4560], device='cuda:0')",20.08955496158011,41.249969601631165,0.11682
0,442,99,77,74,9.0,"tensor([-355.2016], device='cuda:0')",18.71998936124146,37.74997293949127,0.123695
0,443,98,76,78,9.0,"tensor([-369.4327], device='cuda:0')",19.092250825645078,38.749971985816956,0.12166
0,444,98,93,63,10.0,"tensor([-384.9619], device='cuda:0')",19.638768038309113,39.2499715089798,0.12551
0,445,95,87,69,10.0,"tensor([-379.0007], device='cuda:0')",19.49889318344777,38.99997174739838,0.121715
0,446,92,91,78,10.0,"tensor([-461.5349], device='cuda:0')",22.199220016734298,42.24996864795685,0.12331
0,447,85,95,70,9.0,"tensor([-414.4234], device='cuda:0')",21.10598724670708,41.249969601631165,0.117535
0,448,94,98,65,9.0,"tensor([-403.0725], device='cuda:0')",20.168275948150033,40.74997007846832,0.120835
0,449,99,88,74,10.0,"tensor([-428.4209], device='cuda:0')",20.81697811299254,40.4999703168869,0.126005
0,450,101,85,56,9.0,"tensor([-293.9523], device='cuda:0')",16.39754540304795,35.24997532367706,0.120835
0,451,102,93,70,10.0,"tensor([-432.4526], device='cuda:0')",20.71036482194685,40.74997007846832,0.1298
0,452,92,91,75,10.0,"tensor([-428.6934], device='cuda:0')",21.13273917018732,41.499969363212585,0.122155
0,453,105,88,75,10.0,"tensor([-449.8549], device='cuda:0')",21.263979657365482,40.74997007846832,0.133595
0,454,94,90,72,9.0,"tensor([-404.6628], device='cuda:0')",20.18496969958857,40.4999703168869,0.12276
0,455,98,87,78,9.0,"tensor([-433.5269], device='cuda:0')",20.927743940214015,41.499969363212585,0.125895
0,456,97,91,67,10.0,"tensor([-390.7775], device='cuda:0')",19.749007947998596,39.49997127056122,0.12309
0,457,84,98,73,10.0,"tensor([-419.4105], device='cuda:0')",20.98920306483028,42.74996817111969,0.1155
0,458,91,76,79,10.0,"tensor([-380.8839], device='cuda:0')",19.941045127892334,38.749971985816956,0.116655
0,459,95,91,69,10.0,"tensor([-392.3373], device='cuda:0')",19.793125526139548,39.99997079372406,0.12133
0,460,85,90,75,9.0,"tensor([-407.6989], device='cuda:0')",20.801987492106853,41.499969363212585,0.116765
0,461,90,90,79,9.0,"tensor([-418.2489], device='cuda:0')",20.589755903426056,42.24996864795685,0.121935
0,462,92,100,65,10.0,"tensor([-411.9021], device='cuda:0')",20.45037679207522,41.249969601631165,0.122925
0,463,85,103,70,9.0,"tensor([-435.0715], device='cuda:0')",21.358514116542747,43.49996745586395,0.117535
0,464,97,86,81,8.0,"tensor([-456.2023], device='cuda:0')",21.793547267390583,41.99996888637543,0.125015
0,465,76,110,66,10.0,"tensor([-446.4019], device='cuda:0')",22.19427100249508,43.999966979026794,0.105765
0,466,93,84,77,9.0,"tensor([-386.2973], device='cuda:0')",19.578728594589887,40.24997055530548,0.12111
0,467,103,87,71,10.0,"tensor([-408.0914], device='cuda:0')",20.095717976108034,39.49997127056122,0.128755
0,468,83,94,79,10.0,"tensor([-435.1313], device='cuda:0')",21.478502469472005,43.24996769428253,0.115775
0,469,83,95,80,10.0,"tensor([-445.7021], device='cuda:0')",21.788746280444048,43.74996721744537,0.115005
0,470,105,85,74,9.0,"tensor([-424.4533], device='cuda:0')",20.59184377766073,39.74997103214264,0.1309
0,471,94,86,71,9.0,"tensor([-381.1707], device='cuda:0')",19.66831519813889,39.49997127056122,0.12199
0,472,88,94,69,9.0,"tensor([-415.7791], device='cuda:0')",21.028871726118535,40.999969840049744,0.117865
0,473,93,92,74,9.0,"tensor([-411.3540], device='cuda:0')",20.313694355038486,41.499969363212585,0.125345
0,474,89,84,80,10.0,"tensor([-406.5864], device='cuda:0')",20.57903910317116,40.999969840049744,0.1199
0,475,115,84,61,10.0,"tensor([-355.7226], device='cuda:0')",18.13941289921506,36.24997437000275,0.13585
0,476,71,97,81,8.0,"tensor([-469.6811], device='cuda:0')",23.419663951504063,44.499966502189636,0.105985
0,477,91,88,82,10.0,"tensor([-435.5602], device='cuda:0')",21.13696030801398,42.49996840953827,0.123585
0,478,92,98,66,10.0,"tensor([-405.1268], device='cuda:0')",20.255847240696312,40.999969840049744,0.118305
0,479,108,76,64,10.0,"tensor([-319.2616], device='cuda:0')",17.23184526988095,34.99997556209564,0.128535
0,480,86,101,75,10.0,"tensor([-464.6440], device='cuda:0')",22.182238090939762,44.249966740608215,0.119185
0,481,95,90,74,10.0,"tensor([-419.4493], device='cuda:0')",20.706551310760922,40.999969840049744,0.123255
0,482,84,92,81,10.0,"tensor([-435.8871], device='cuda:0')",21.515551146938815,43.24996769428253,0.11935
0,483,97,83,65,10.0,"tensor([-358.1183], device='cuda:0')",18.97345830116193,36.99997365474701,0.122705
0,484,91,106,72,9.0,"tensor([-467.0822], device='cuda:0')",21.845711419725838,44.499966502189636,0.12705
0,485,90,93,73,9.0,"tensor([-416.4620], device='cuda:0')",20.7206906272404,41.499969363212585,0.119625
0,486,110,82,60,10.0,"tensor([-335.9082], device='cuda:0')",17.710307576242716,35.749974846839905,0.12991
0,487,90,88,76,9.0,"tensor([-407.0265], device='cuda:0')",20.537389313626125,41.249969601631165,0.12155
0,488,91,98,78,10.0,"tensor([-492.7420], device='cuda:0')",22.87732639336045,43.999966979026794,0.126665
0,489,98,83,71,10.0,"tensor([-376.4019], device='cuda:0')",19.34820295067593,38.499972224235535,0.124355
0,490,97,84,75,9.0,"tensor([-376.1887], device='cuda:0')",18.98088548695836,39.74997103214264,0.122705
0,491,97,86,78,10.0,"tensor([-427.9857], device='cuda:0')",20.81314969650688,41.249969601631165,0.126555
0,492,105,100,61,10.0,"tensor([-415.3878], device='cuda:0')",20.037582082344795,40.24997055530548,0.135135
0,493,87,95,70,9.0,"tensor([-432.9245], device='cuda:0')",21.71526452164269,41.249969601631165,0.115445
0,494,80,105,74,10.0,"tensor([-467.1213], device='cuda:0')",22.556935740152955,44.74996626377106,0.115445
0,495,106,87,61,9.0,"tensor([-387.2631], device='cuda:0')",19.725382203734885,37.24997341632843,0.131395
0,496,95,79,86,10.0,"tensor([-423.5709], device='cuda:0')",20.789410571854273,41.499969363212585,0.12441
0,497,88,89,78,10.0,"tensor([-405.6767], device='cuda:0')",20.37449758372032,41.749969124794006,0.120175
0,498,95,88,65,9.0,"tensor([-367.6941], device='cuda:0')",19.28148221660913,38.499972224235535,0.11979
0,499,92,86,79,10.0,"tensor([-441.5133], device='cuda:0')",21.59662050369948,41.499969363212585,0.121
0,500,93,81,75,10.0,"tensor([-384.4151], device='cuda:0')",19.92970710811037,38.99997174739838,0.1188
0,501,103,95,67,10.0,"tensor([-432.0176], device='cuda:0')",20.75281767508472,40.4999703168869,0.12991
0,502,106,80,73,9.0,"tensor([-389.3965], device='cuda:0')",19.41601175520008,38.249972462654114,0.13024
0,503,91,95,69,10.0,"tensor([-418.5964], device='cuda:0')",20.901948162445834,41.249969601631165,0.12166
0,504,97,89,81,10.0,"tensor([-481.5233], device='cuda:0')",22.526203179104108,42.74996817111969,0.13002
